,index,text,label,multi_label,split,language,length,source
958,27548,"The Angolan government announced today the launch of a new type of issuance to finance expenditure in 2020. The project, called, will be implemented by the BNA — the National Bank of Angola — and aims to bring more than 12.4 billion yuan to the local economy, as well as facilitating the operations of the banks. It's going to be issued on December 5th, 2020, in the evening edition, and its purpose is to provide Angolan banks with resources in local currency so that they can meet the demand of the economy in terms of liquidity.",1,alpaca-lora-30b,test,pt,91,MULTITuDE_MassiveSumm_voaportugues
959,27557,"The Organization for Economic Co-operation and Development (OECD) released a report this Wednesday, saying the growth outlook for the world's major economies is improving. According to the document, economic activity indicators showed recovery in China, the United States and the Eurozone. In addition, there are growth forecasts for other countries as well, such as Japan and Brazil. Again, according to the OECD, growth should be driven by continued fiscal and monetary stimulus, massive vaccination and a gradual resumption of commercial activity. However, the OECD warns that the coronary heart disease pandemic continues to be a risk factor and may affect the economic recovery of some countries, especially those that rely on tourism and commodities. The OECD also highlights the importance of public policies that support economic recovery and encourage job creation. It's essential that governments continue to implement effective and well-informed policies.",1,gpt-3.5-turbo,test,pt,160,MULTITuDE_MassiveSumm_rfi
960,27558,"A Brazilian photographer known as the """" pilot photographer """" is gaining prominence on the world stage with his incredible aerial images, transporting viewers to dazzling landscapes and spectacular scenes to film. João Pereira, a talented photographer and pilot of fixed-wing aircraft and drones, has spent the last few years traveling around Brazil and other countries, capturing fascinating and exciting images of places like the Amazon Forest, the Iguaçu Falls, the beaches of Rio de Janeiro, and many other destinations. Born in São Paulo, Pereira always had a passion for aviation and photography, and he found a way to combine those two passions to create a truly stunning and original work.",1,gpt-4,test,pt,107,MULTITuDE_MassiveSumm_bbc
961,27566,"It was followed by Sporting in Porto. And this didn't really work, and then Sporting became the Portuguese champion, and then the European championship as well. There, it's not just the Portuguese championship, this is also a European competition.  The Portuguese Championship stayed or in Sporting, I don't know how the competition stayed. When Sporting is champions, it's four times we're champions, this is also a European competition. My Facebook post was, ""Oporto is the EuroCup, Sporting is the EuroLeague, champions is a European competition."" I just think that's the right post. The European competition was the competition that the champions did, we didn't do the champions.  If you've been told it's European competition, right? I think European competition is very different, much more hands-on. That's what if the championship happened, you'd be the champion.",1,opt-iml-max-1.3b,test,pt,133,MULTITuDE_MassiveSumm_rfi
962,27577,"And it's got 60 percent approval."" PUBLIC. Accessed October 5, 2021.53.  ""CDS launches election campaign in central Lisbon."" Portuguese Radio and Television. August 21, 2021. Accessed October 5, 2021.54.  ""Chega Presents Candidates for Legislative Elections at the Museum of Ancient Art."" Portuguese Radio and Television. August 20, 2021. Accessed October 5, 2021.55.  ""Free Party Campaigns for Legislation."" Portuguese Radio and Television. August 20, 2021. Accessed October 5, 2021.56.  ""Communist Party goes to the millions with legislative campaign."" www.sabado.pt. Accessed October 5, 2021.57.  ""Bloco de Esquerda presents candidates and speaks in 'austerity alternative'."" SOL Journal. Accessed October 5, 2021.58.  ""PSD promises more money for workers and families under 1,750 euros."" The Independent (p.",1,llama-65b,test,pt,200,MULTITuDE_MassiveSumm_acorianooriental
963,27583,"Yesterday at 5:10 p.m. GMT, the second part of the 02/01 emission occurred.",1,text-davinci-003,test,pt,12,MULTITuDE_MassiveSumm_rfi
964,27586,ceiraThe Trinity Mission is the religious mission in Latin America. It is a branch of the Catholic liturgy. The Holy Communion is the symbol of the Eucharist that carries the gift of God to the church. The Eucharist is the symbol of the divine reality.,1,opt-iml-max-1.3b,test,pt,49,MULTITuDE_MassiveSumm_voaportugues
965,27593,"This initiative is the biggest part of the U.S. 12 initiative as this agreement is bigger than all the other regional agreements. Take advantage of it. Planning the management of this initiative, so safely and easily, both in the territory and in the country in general. Magical story: this project will cover the main aggravating causes that make people live their lives in the hands of criminals or the methods of violence that occur in drums of other gangs. The initiative also has in its favor the establishment of the presence of the national police for the management of this initiative by the provinces of that territory. Today the nation is so unequal that the possibility of a social solution of the notion is enormous. That's why it's essential to create a national economic policy that achieves something more than the absence of weapons of war. Although this initiative has had a political momentum for some decades, later in the next election you could see that it was launched",1,opt-iml-max-1.3b,test,pt,195,MULTITuDE_MassiveSumm_acorianooriental
966,27600,"Lubango — The trial of eight members of the National Union for Total Independence of Angola (UNITA) in the province of Huila, accused of crimes of sabotage and conspiracy against state security, was suspended until January 2023, according to information released by the Provincial Court. The defendants, whose names have not been revealed, face various charges, including preparation and execution of acts of sabotage against strategic infrastructure and encouraging young people to join the organization deemed illegal by the Angolan authorities. The trial began in October 2022, but was adjourned because of the need for additional due diligence and in-depth analysis of the evidence presented. The stay of the trial until January was announced by the judge in charge of the case, who decided to comply with the request of one of the defense attorneys. According to information released in a press release, the defendants' defence alleges that there is insufficient evidence to substantiate the allegations and violations.",1,gpt-4,test,pt,247,MULTITuDE_MassiveSumm_voaportugues
967,27667,"São Paulo-style in 2018. The government of the Azores reaffirmed this Tuesday (26) that they will also keep it in the agreement, as well as the black berth and the last last boats are closed. By the end of this Saturday (25), they are also restricting the number of doors and the quality of cargo. The situation was already constrained in 2018, when the eight master seagoing vessels were decommissioned. The deck support and construction project to reopen it is on the left, and the weekend of restrictions continues into July. According to the Azores Trade Union Association, the government also forecasted even more vessels as shipping by 2018. The Azores government also announced in a communiqué that the government of São Paulo will have a trip there by the end of the month. For the next step, a job project is being planned for a sea to keep the deck open by November and September. The deck tools will continue to work. The cargo line will go up even further by the end of this month.",1,opt-iml-max-1.3b,test,pt,186,MULTITuDE_MassiveSumm_acorianooriental
968,27673,"Published: 03/01/2013 - 14:53 Japanese cosmetics giant Shiseido announced today that it will stop testing its products on animals starting in April. The decision will also apply to their third-party suppliers. """" Our suppliers will stop testing on animals, and we will no longer third-party this type of testing to outside laboratories, """" a company spokesman announced. The company specified that the new rule will have some exceptions. It's going to continue to do animal testing when it's the only solution to prove that a product is harmless and in countries where the process is mandatory in order to be able to market a product. Animal rights movements have been demanding for years that cosmetics manufacturers find alternatives to replacing animal testing, which is considered cruel and useless. But Shiseido's decision is more of a marketing strategy.",0,human,test,pt,135,MassiveSumm_rfi
969,27692,"Vitorino Silva, president of PSDB in Natal, said last week that democracy needs to be vaccinated to help companies with this syndrome. Silva said in an interview with a journalist's blog post that this """" third necessary tool """" will be available only eight days after the launch of the program, a few days ago. The job at natalSilva arrived in São Paulo City and was the first person for the structure program. According to the party president, the tools, just eight days after the launch of the program, will be backed by the corporation. It will be the tool that happens to the program at the end of each company and train it, so that it can be vaccinated for its employees and from eight days after the launch of the program, sell it to companies and, without any more, create a new job, to help help those cities. This tool is only available for eight days after the program is launched,"" the CEO said.",1,opt-iml-max-1.3b,test,pt,191,MULTITuDE_MassiveSumm_acorianooriental
970,27693,"The President of the United States, Barack Obama, is already a household name around the world. He was born in Honolulu on the island of Hawaii on August 4, 1961. He studied at Columbia University and Harvard University. He's had a fairly well-recognized career, including being an influential political and social leader. He was the first African-American president in the history of the United States, and he is already a symbol of hope for many people who seek justice and equal opportunity. Obama's rise to power is a great frame of reference in American history. He has challenged and overcome challenges throughout his career, making him a key figure in American politics.",1,alpaca-lora-30b,test,pt,119,MULTITuDE_MassiveSumm_voaportugues
971,27697,"Professor David W. Barlow, who pleaded guilty to manslaughter in a commando activity, testified in the audience that he obeyed all orders and followed the directions of the guide. Barlow, 28, is charged with firing a gun at a man named George while he was on a training camp at Commandos. He claimed that he followed instructions from the authorities to keep a gunman under control, even though George and another man were running towards him. He insisted that he never wanted to be an active participant in the case, but as a soldier he followed the orders of his superiors. According to the professor, he obeyed all orders and acted as expected as a soldier. He also added that during the interrogation and the execution, the only thing he thought was his duty and responsibility as a soldier and he had no other thoughts or opinions about the case. The indictment is being made against Barlow on charges of negligent homicide, because he would have been informed prior to the murder.",1,alpaca-lora-30b,test,pt,224,MULTITuDE_MassiveSumm_acorianooriental
972,27703,"Superbugs, which are already responsible for killing one person every three seconds in the world, will be even more deadly by 2050, according to a recent study. The report, published by the International Children's Research Institute, predicts a wave of new infectious superorganisms due to antibiotic resistance caused by the presence of inadequate vaccines. While the authorities may be wary of the information released, the study suggests that the issue will continue to be a concern for years to come, especially because it's so difficult to treat.",1,alpaca-lora-30b,test,pt,82,MULTITuDE_MassiveSumm_bbc
973,27705,"Johannesburg — At least 10 people have died and several have been injured in the outbreaks of xenophobic violence in South Africa in the last few days. Disturbances began on Tuesday, when a group of armed men attacked foreign shops and burned down vehicles in the city of Johannesburg. Xenophobic violence has been a recurring problem in South Africa and has already affected thousands of immigrants who live in the country. This week's attacks coincide with the five-year anniversary of a similar wave of violence that left seven people dead in 2015. South African authorities condemned the attacks and announced the mobilization of security forces to control the situation and prevent the violence from spreading to other areas. President Cyril Ramaphosa expressed concern about the situation and called on the population to remain calm and reject violence. According to local sources, this week's incidents may be related to job disputes between South Africans and foreign immigrants.",1,gpt-4,test,pt,254,MULTITuDE_MassiveSumm_rfi
974,27796,"Political polarization is extrapolating the sanitation crisis, affecting Brazil and the United States. These two countries are experiencing, at the same time, a challenging COVID-19 pandemic and a divided political landscape. In Brazil, the Trump administration is facing growing resistance in the country's most conservative wing of politics. In Washington, tensions are also high between the White House and Congress, with a profound stalemate on important issues like health care reform, rising national debt, and, of course, the management of COVID-19.### Instruction:You are a multilingual journalist.Task: Write a news article in Portuguese for the following headline: ### Response: Political polarization is extrapolating the sanitation crisis, affecting Brazil and the United States. These two countries are experiencing, at the same time, a challenging COVID-19 pandemic and a divided political landscape. In Brazil, the Trump administration is facing growing resistance in the country's most conservative wing of politics.",1,alpaca-lora-30b,test,pt,192,MULTITuDE_MassiveSumm_rfi
975,27813,"In a rare display of impatience, Pope Francis shouted with loyalty in Mexico after leaning over and almost falling over. The pontiff was commanding a group of people in the city of Morelia.",0,human,test,pt,33,MassiveSumm_bbc
976,27880,This nocturnal version has the newspaper and the newsreels.,1,llama-65b,test,pt,10,MULTITuDE_MassiveSumm_voaportugues
977,27894,"The opposition in Guinea-Bissau is promising more demonstrations until the government falls. According to one opposition leader, the demonstrations will continue until the government falls. The leader of the opposition says that the current political situation is unsustainable and that the government needs to fall. He called for citizens to participate in the demonstrations to demand political change, and the opposition claims that he has a clear political agenda and that he will continue to fight for his right to govern the country. The political situation in Guinea-Bissau has been tense since the beginning of the year, with the opposition boycotting parliamentary sessions and holding demonstrations against the government.",1,vicuna-13b,test,pt,107,MULTITuDE_MassiveSumm_voaportugues
978,27897,"Africa has been marked in recent years by the mass displacement of populations as a result of political, ethnic or religious conflicts.",1,gpt-3.5-turbo,test,pt,22,MULTITuDE_MassiveSumm_rfi
979,27928,"classrooms and other employees are on strike or shutting down services — and not just education, which included the public transportation system. The vast majority of society supports this strike and the protesters, resulting in the resignation of the government and the vacant presidency of the Association. * Bibliography* This article was originally translated, in whole or in part, from Wikipedia's article in Catalan, which is titled ""National Union of Secondary School Students of El Salvador,"" specifically this version.* This article was originally translated, in whole or in part, from an English Wikipedia article called ""National Union of El Salvador Secondary Students,"" specifically this version.",1,llama-65b,test,pt,107,MULTITuDE_MassiveSumm_acorianooriental
980,27946,"Indonesia and Malaysia repatriated almost 2,000 immigrants in two days. The landing operation, which started on December 17th, was completed on December 18th, and took place in international waters off the northern island of Sabang in Indonesia. According to Indonesian Navy Operations Command, the migrants were landed on two occasions, in a total of 117 boats with about 2,000 people on board. Most of the migrants are from Afghanistan, followed by Myanmar, Iran and Pakistan. The landing operation was conducted in conjunction with the Royal Malaysian Navy, which brought the stranded migrants to the island of Labuan in Malaysia.",1,vicuna-13b,test,pt,107,MULTITuDE_MassiveSumm_voaportugues
981,27975,"Immediately from the site of the morning paper Correio da Morgen, at www.cmjornal.ptVatican, he asked the priests to avoid crowding. 1:30 p.m. This Tuesday, Pope Francis blew himself up after being pushed by several priests, as part of his pontificate, in Mexico, who are getting irritated. Several documents published by Santa Sé ask the priests to avoid crowding and take the necessary measures to combat the new coronavirus, something that several tourists did not take into account.""",1,opt-66b,test,pt,70,MULTITuDE_MassiveSumm_bbc
982,27981,"Xi Jinping's VisionChina is seeking trade peace with the world, but it will not stop respecting its principles and its territory. During the annual summits of the Communist Party of China, the president of the People's Republic of China, Xi Jinping, said he was willing to address trade issues with the United States. However, he argued that China will not stop respecting its identity and its interests.We need to move forward on our economic and trade cooperation as a way to deepen our multilateral trade cooperation. The Chinese are happy and confident that things will get better,"" Xi Jinping declared to the public at the end of the leaders' meeting. We want to address today's unfair issues that can affect economic and trade progress between us and our partners. We also need to address issues related to compliance with market rules and regulations. However, that does not mean that our cooperation cannot be expanded in other areas. """" By means of a simultaneous translation",1,opt-66b,test,pt,183,MULTITuDE_MassiveSumm_rfi
983,28027,"Julian Assange, the founder of WikiLeaks, can have a strong advocate on his legal team. A human rights expert, Nils Melzer, has announced that he's joining Assange's defense. Melzer is the UN special rapporteur on torture and cruel, inhuman or degrading treatment. He had already investigated the Assange case and concluded that the Australian activist had suffered serious human rights violations in his prison. Assange is currently being held in London awaiting a decision on his extradition to the United States, where he is charged with espionage and endangering national security. Melzer stated that his concern is to ensure that Assange has a fair trial and is not subjected to torture or inhumane treatment in prison. The expert also emphasized the importance of the journalistic work of Assange and WikiLeaks in promoting transparency and accountability of governments.",1,gpt-3.5-turbo,test,pt,146,MULTITuDE_MassiveSumm_rfi
984,28028,"The world's 300 richest billionaires faced a $33 billion plunge in their fortunes last week, according to the Bloomberg Billionaires Index. That happened in the midst of a wave of financial market volatility caused by concerns about coronary artery disease and its economic implications. The collapse was led by Amazon founder Jeff Bezos, who lost about 3.4 billion dollars in his fortune last week. Other billionaires who have suffered significant losses include the founder of Facebook, Mark Zuckerberg, and the owner of the Chinese conglomerate Tencent, Ma Huateng. Yet, despite the losses, most billionaires still retain tremendous fortunes. Jeff Bezos continues to be the richest man in the world, with an estimated fortune of about 116 billion dollars, followed by the founder of Tesla, Elon Musk, with about 93 billion dollars. On that score, coronavirus continues to wreak havoc on the global economy, with many countries struggling to cope with it.",1,gpt-3.5-turbo,test,pt,191,MULTITuDE_MassiveSumm_acorianooriental
985,28045,"Pensioners and retirees in Portugal are preparing to take to the streets in response to the lack of an increase in their pensions. The National Pensioners' Association (ANP) announced that it plans to organize a protest in front of the Portuguese Parliament to express its dissatisfaction.""Our elderly can't live with dignity, and it's unacceptable that their pensions haven't been raised for years,"" said the president of the ANP, José Alves. The organization claims that inflation has raised the prices of basic goods like food, medicine and services, but pensions remain the same. The ANP also criticizes the fact that politicians have recently raised their own salaries, while not giving a raise to their pensions. The protesters are demanding a raise to their pensions and expecting the protest to change. We don't want any more empty words. We want action,"" Alves said. The protest is scheduled to take place next week, and the ANP expects many to join them in the streets.",1,gpt-3.5-turbo,test,pt,158,MULTITuDE_MassiveSumm_acorianooriental
986,28066,"— LUSA. """" (In Portuguese from Portugal). Retrieved January 30, 2020.  ""There is an urgent need for electoral reform in Guinea-Bissau: former defence minister."" Retrieved January 30, 2020.  ""RTP1-Presidency of the Republic of Guinea-Bissau: nominations, elections, votes, results, parties, coalitions —"" www.rtp.pt. Retrieved January 30, 2020.7  ""Guinea-Bissau Parliament Rejects Majority Amendment for November 10th Elections."" Retrieved January 30, 2020.  ""President of Guinea-Bissau calls presidential elections for November 24th."" Retrieved January 30, 2020.  ""Presidential elections in Guinea-Bissau to be held."" Message from the Monk. Retrieved January 30, 2020.  ""Guinea-Bissau: Presidential elections canceled."" DW.COM. Retrieved January 30, 2020.  ""Júri denies PRS emergency request to re-establish date for first time."" Bissau Nation. Retrieved January 30, 2020.  ""PAL.""",1,llama-65b,test,pt,149,MULTITuDE_MassiveSumm_voaportugues
987,28076,"10:41 a.m.: Benzo Benzema, who is with the French national team, this Saturday presented an alleged blackmail to the German club Real Madrid. The match that happened in the second match of the next World Cup is suspended for three months. It's not the first time the German club has tried to see the player, according to the Daily News. After passing the exam, his son, Simeon, who is with the French club, has tried to see the player. Around 5:30 p.m. in the French capital, the Zouga boss was notified, but he was followed to the team's pickup line, and only in the morning were the first supporters able to see the player, who is not back in the game, nor is he dressed during the selection.",1,opt-iml-max-1.3b,test,pt,119,MULTITuDE_MassiveSumm_rfi
988,28084,"in the PSD By Lusa | 13:23 PM It may now become another form of governance for crackdowns in the Social Democratic Party, such as the PS, after Pedro Passos Coelho announced that he will replace his administration next week, they revealed to Lusa sources linked to the party leadership. Arriving in Paris to participate in the PSD parliamentary group meeting, the leader of the Social Democratic Party, Pedro Passos Coelho, announced that he will not repeat in November the formation of a new government that is succeeding to the orders of his predecessor, António José Seguro, having begun the process of replacing his leadership, after a period of leadership by the President of the Republic. Following a source linked to the Social Democratic Party, I couldn't be under any illusion that the new government would also have ""the same problems and the same crises"" as the previous one in November,",1,opt-66b,test,pt,157,MULTITuDE_MassiveSumm_rfi
989,28152,"A 7.0 magnitude earthquake struck Sichuan province in southwest China, leaving more than a thousand dead and hundreds injured. The quake occurred on the night of Sunday, August 8th, and has been felt in several cities in the region. Local authorities have already begun remediation work and are looking for survivors among the rubble of buildings and homes that have collapsed. Relief teams from other parts of the country were also mobilized to help with the work. The earthquake was followed by multiple flash floods and caused landslides in some areas. The authorities warned the population to take additional precautions, especially in areas of risk, and asked the population to be alert to possible repercussions. Chinese President Xi Jinping ordered the local authorities to do everything in their power to help the victims and the victims' families. He also called on the authorities to guarantee people's safety and to strengthen preparedness against natural disasters. ",1,gpt-3.5-turbo,test,pt,190,MULTITuDE_MassiveSumm_rfi
990,28173,"Immediately from the site of the morning paper Correio da Morgen, at www.cmjornal.ptThis new proposal, the mayor predicts that politicians will have to pay a salary increase, meeting all the requirements for the same to happen in the next job. By Tarde Notícias 06:08 | 00:08Chimaregão — Chimaeregue mayor Junior Lopes was in Lisbon at 1:00 p.m. to sign the new proposal given by the government of Chimaeregue for the reform of public administration and management. Also present, the mayor was his first client for the class and he gives you the new new proposal for the reform of public administration and management policies. This new proposal aims to implement a reform that should include a new tax that is equal to the Lusófona Social Security. Following the lifting of the CPP, this new increase will be the jump from vacation rooms to the mayor, allowing citizens to",1,opt-iml-max-1.3b,test,pt,159,MULTITuDE_MassiveSumm_acorianooriental
991,28200,"The Spanish government decided to repeal and withdraw the abortion law reform, after the project was blocked by the country's upper house. The decision was announced by the prime minister, Pedro Sánchez, after a meeting with political leaders. Following the prime minister, the measure was taken on the basis of """" arguments and perspectives """" expressed by the political leaders. The retreat has generated controversy, with the opposition criticizing the government's decision and defending the right to abortion. The bill sought to liberalize abortion in Spain, allowing women to have access to abortion without prior judicial authorization. The proposal, however, met with strong opposition from conservatives and Christian churches. Abortion is currently illegal in Spain, except in cases of life-threatening motherhood or desired pregnancy. People who try to have abortions are not punished, yet the country has one of the lowest birth rates in the EU. The Spanish government's decision is seen as a political leap forward, a vindication.",1,vicuna-13b,test,pt,201,MULTITuDE_MassiveSumm_rfi
992,28224,"Portuguese pensioners and pensioners are ready to take to the streets to defend their rights. This is what the National Confederation of Reforms and Pensions said today during its general assembly. The president of the Confederation, Joaquim Ferreira, said that the Portuguese are """" anxious """" and """" ready to fight """" for the preservation of their rights, as opposed to the austerity measures that have been implemented by the government. He also declared that the elderly are outraged at the cuts in social benefits, as well as at the constant violations of their rights. Members of the Confederation made it clear that they were prepared to confront the government authorities and claimed that they would do their utmost to obtain the improvements in rights provided for in the constitution. Furthermore, the Confederation has announced that it is ready to organize """" big protests """" if government authorities fail to respect the rights of pensioners and retirees.",1,text-davinci-003,test,pt,181,MULTITuDE_MassiveSumm_acorianooriental
993,28235,"15:16 Growth is more within reach of the largest economy in 2014, losses in its place in 2017.16:14 Labour market growth is at a time of greater inequality.",1,opt-iml-max-1.3b,test,pt,31,MULTITuDE_MassiveSumm_rfi
994,28284,"The Portuguese government announced on Tuesday, September 13th, a series of measures that are aimed at increasing the state revenue and reducing the budget deficit, but they must affect the people's pockets. Among the measures is the creation of a new tax on energy products, which will have a direct impact on the price of gasoline, diesel, electricity and natural gas. In addition, the government also intends to increase taxes on tobacco and alcoholic beverages. Another measure announced is an increase in the Municipal Property Tax (IMI) for luxury homes. The goal is to get the owners of those homes to pay a larger contribution to the state. There are also plans to increase the number of carriers on the highways and to create a new tax on financial transactions. These measures aim to increase the state's revenue by about 600 million euros, but they can have a significant impact on the population's pockets, especially for those who own cars, luxury homes and do business.",1,gpt-3.5-turbo,test,pt,216,MULTITuDE_MassiveSumm_rfi
995,28314,"Beija-Flores, December 16th — The trial of eight members of the UNITA armed group accused of war crimes in the eastern Angolan town of Huíla has been suspended until next January. The decision was made by the military court in Hula, after the defence of the kings had applied for an adjunct to seek legal and technical assurances for the defence of the kings. Following the defence, the search for assurances is still difficult because of the lack of proper technical and legal conditions for an effective defence of the kings. The defence of the kings also requested the registration of a security warrant, so that they could have access to the information of the trial. The trial of the eight elements of UNITA was scheduled for December 17th, but it was suspended until next January, according to the Makaangola news portal.",1,vicuna-13b,test,pt,135,MULTITuDE_MassiveSumm_voaportugues
996,28362,"The leaders of the G8 countries met in Biarritz, France, to discuss the global situation and to find solutions to the major global challenges. Highlights include the global economy, trade tensions between the United States and China, the climate crisis and geopolitical instability in various parts of the world. French President Emmanuel Macron, who led the meeting, said that """" collective responsibility is the key to facing global challenges, """" and he emphasized the importance of international cooperation. The G8 discussions were closely followed by organizations and groups of activists, who called on leaders to take concrete action to protect the environment, promote equality and ensure global peace and security.",1,gpt-3.5-turbo,test,pt,120,MULTITuDE_MassiveSumm_voaportugues
997,28406,"The International Monetary Fund called for more transparency in Angola's organ management and warned of the country's organ shortage, which is the highest in recent years. According to the IMF, the lack of transparency and the rise in public debt make the Angolan economy vulnerable. The agency argues that the government should implement more rigorous fiscal and monetary policies and improve the management of public resources. Furthermore, the IMF says Angola needs to diversify its economy in order to reduce its dependence on oil. The country has been suffering from falling oil prices, which account for about 90 percent of its exports.",1,gpt-3.5-turbo,test,pt,108,MULTITuDE_MassiveSumm_voaportugues
998,28460,"After surviving a bullet in the head during the attack on Charlie Hebdo magazine in Paris in 2015, Brazilian journalist Franklin Wanderley continues to struggle with the trauma. However, he refuses to be a victim and has dedicated himself to defending freedom of speech. Franklin, who was seriously injured in the attack that left 12 dead and 11 wounded, remembers that ""the bullet hit me, but it didn't end with me or Charlie Hebdo."" He was on France 24 with his coworkers, when he heard """" pum pum """" and realized there was a shot.I was hit on the left side of my head, but I just felt it. I fell to the ground, wounded, but I was still conscious. I saw people running into the closets as if they were hiding,"" Franklin said. The journalist explained that despite being injured, he was not afraid to go on and continue working as a journalist. I'm not going to give up. I'm going to continue to take the rights of the person and the freedom of speech, even if that means burning it.",1,vicuna-13b,test,pt,235,MULTITuDE_MassiveSumm_rfi
999,28487,"The police are going to increase surveillance on the borders of Cabinda to combat the smuggling of goods from the Democratic Republic of Congo and Angola. This is a measure that aims to reduce the smuggling of products like illegal drugs, weapons, drugs, luxury goods and also oil and gas. The police want to ensure compliance with the standards and prohibit the diversion of consumer products. The same measures have already been applied at several border points in the province, and now it's going to be extended to Cabinda.",1,alpaca-lora-30b,test,pt,84,MULTITuDE_MassiveSumm_voaportugues
1000,28572,"It's 5:30 p.m. Then on Sunday afternoon, the one-hour special was shown, and on the same day, at nighttime, the full-length series was shown. In 1973, the show was held the next day, Saturday afternoon. From 1974 to 1984, the awards ceremony was held on Friday night.",1,llama-65b,test,pt,56,MULTITuDE_MassiveSumm_voaportugues
1001,28587,"She has a five-month-old daughter. She's part of the culture, she says, that everybody cares about the quality of food. The story begins with two motorized cars and some money to experiment with. A family friend bought a 1996 Honda Civic and another one, a Mazda RX-8, made by a rotary that was out of public life. The idea was to make electric cars. The first step was to test the moth, the combination of gasoline-powered cars and electric cars, but the idea of making cars healthier and less polluting changed the direction of the project."""" Those who say I'm crazy, that it's dangerous, that it's weaponry. It's really absurd, because you're using material that comes from a system that's a weapons system that's also really, really polluting. So it's absurd. But it's an absurdity that I'm trying to be as honest as possible,"" says 35-year-old engineer Fernando Rodrigues, who invented the first gasoline-powered electric car.",1,opt-66b,test,pt,169,MULTITuDE_MassiveSumm_bbc
1002,28631,02/01/2014 — 4:30 p.m. An important news item will be announced today at 6 p.m.,1,vicuna-13b,test,pt,10,MULTITuDE_MassiveSumm_rfi
1003,28660,"(Laughter) (Applause) The reaction to prison is breaking windows and breaking places. One of them doesn't go back to the City School of Fine Arts and Crafts. The rest are expelled from classes. On November 14th, 1975, more than 600 standardized exams were administered to students applying to enroll in the school in the 1975-76 academic year. The approval rate didn't go up to 10 percent. On November 4, 1976, the headquarters of EMAB's Student Affairs was inaugurated, with the goal of being the space for communication and information between students and school teachers.### School ExtinctionAs of the late 1980s, there were five technical schools and the I.A.P., but decentralization policies, implemented in the early 1990s, contributed to the extinction of some of the White Schools. On November 26, 1996, the Municipal School of Fine Arts and Crafts (EMAB) was officially shut down.",1,llama-65b,test,pt,162,MULTITuDE_MassiveSumm_voaportugues
1004,28674,"The BBC special continues with the second part, which addresses the challenges that humanity will face in the coming years.",1,vicuna-13b,test,pt,21,MULTITuDE_MassiveSumm_rfi
1005,28685,"18.03.2018 Pequim, China 200 people watched a 16-hour show held in Pequim to raise money for the victims of the Kashmir earthquake at the end of February. 24.03.2018 Dhaka, Bangladesh, the capital of Bangladesh witnessed a great musical show. One of Bangladesh's biggest musical festivals, the Gaanchill Music Carnival 2018, was organized by Gaanchill Entertainment and held in Independence Square. April 7th, 2018 Pequim, China, a 16-hour charity show held in Pequim to raise money for victims of the Kashmir earthquake at the end of February. ## ReferencesJanuary 16th, 2019 On this day, there were many high-profile musical events. Among them were the 61st Grammy Awards, the Slipknot We Are Not Your Kind World Tour, the Mumford & Sons show at the Agganis Arena. March 3, 2019 — there was a four-hour rock concert in a 1,000-seat hall. Portland's American rock band, The Last Artful, Dodgr's, was the lead act on the charity rock show in Los Angeles. ",1,llama-65b,test,pt,223,MULTITuDE_MassiveSumm_bbc
1006,28709,"Twelve districts across the continent are pursuing their fire contingency plans because of the high risk of danger, according to the authorities. The districts located on the southern edge of the Tejo and in the interior of the central region are among the 12 districts with the highest probability of fire due to the current climate conditions. The responsibility of the 12 districts beyond the Tejo and 35 districts across the continent are to follow fire contingency plans in the event of weather emergencies. The central government is encouraging the local authorities to take all necessary precautions to protect citizens, as well as their property and their utilities. In addition, a special notice was launched for visitors to the continent. They're being advised to be cautious, as well as strictly following the safety rules and other safety advice given to them by local officials.",1,alpaca-lora-30b,test,pt,156,MULTITuDE_MassiveSumm_acorianooriental
1007,28729,"The Azores government is going to review the Fisheries Fund. The aim is to reinforce the attractiveness of fishing in the Azores as a commercial activity, as well as to promote the development of fishermen's activity. The review process will begin next week, and will be coordinated by the Regional Secretary for Economics, Trade, Tourism and Agriculture. The main objectives of the review include assessing the profitability of the fishery, increasing investment in the area, modernizing the sector and improving food security. The review process will take a few weeks and the final results will be analyzed for future decision making. The Azores government hopes that this review will help stabilize fisheries resources and improve the quality of the products and services offered by the sector.",1,text-davinci-003,test,pt,129,MULTITuDE_MassiveSumm_acorianooriental
1008,28749,"Ponta Delgada, São Miguel Island, Azores — The government of the Azores announced today that it is going to review the Fisheries Fund, with the aim of optimizing its management and increasing its efficiency. The decision was made after a meeting with key players in the island's fishing industry. Following the government, the review of the Fisheries Fund will be done to ensure that the fund's resources are used more efficiently and effectively, in line with the objectives of the island's fisheries policy. Furthermore, the review also aims to ensure transparency and accountability in the management of the fund. The key players in the island's fishing industry questioned the government's decision, saying that they needed a fresh look at the management of the Fisheries Fund. We're happy with the government's decision to review the Fisheries Fund. It's important that it's managed more efficiently and effectively, in accordance with the objectives of the island's fisheries policy.",1,vicuna-13b,test,pt,156,MULTITuDE_MassiveSumm_acorianooriental
